PM2.5,PM10,NO2,SO2,CO,O3,NH3,Temperature,Humidity,WindSpeed,AQI
68.98,142.1,29.09,12.92,2.27,37.07,6.53,34.68,70.0,2.91,239
35.91,70.26,23.48,13.33,0.83,31.28,27.12,27.61,43.84,4.2,143
112.07,229.58,9.39,17.16,1.9,108.47,25.85,23.01,18.52,2.07,382
130.07,193.84,13.46,30.44,1.45,28.79,7.9,35.5,63.58,0.43,368
61.54,115.47,9.3,15.91,1.17,67.44,12.74,23.6,61.26,6.05,235
53.72,71.79,40.8,38.03,0.19,85.05,18.42,23.43,39.78,1.89,229
44.33,60.38,13.06,16.89,0.91,59.29,42.35,22.22,69.4,1.57,172
115.2,223.74,36.18,13.94,0.32,34.4,15.63,33.42,82.98,1.27,363
52.92,69.95,27.25,11.96,0.64,,66.08,25.7,40.99,0.2,173
67.45,122.87,23.9,12.14,0.6,12.15,28.95,29.45,48.31,3.92,203
142.99,294.03,7.84,26.92,1.94,36.69,16.05,23.74,45.76,6.78,462
80.21,131.7,27.02,9.41,1.03,21.41,13.44,41.51,54.97,0.35,258
67.46,90.41,33.57,5.04,2.08,6.01,14.43,39.5,66.19,3.53,221
41.51,80.63,41.01,7.74,0.3,24.4,21.02,25.46,82.01,2.24,170
64.77,138.39,9.2,25.33,0.85,26.32,6.23,18.49,47.79,3.98,225
36.82,71.63,20.15,5.91,3.62,5.87,29.3,25.74,68.16,6.07,146
76.76,139.76,48.56,21.27,1.22,6.12,24.82,48.0,93.36,3.02,270
45.72,68.91,45.03,7.75,0.55,18.9,10.61,28.01,61.15,4.02,179
50.42,66.25,22.8,4.49,0.41,20.13,12.33,15.36,24.85,1.84,171
65.13,125.39,7.6,8.88,1.63,88.53,44.35,23.49,36.26,3.45,249
185.52,279.75,42.6,24.65,0.91,62.99,20.0,21.62,56.9,1.62,500
84.79,175.71,24.31,36.15,1.93,44.83,13.29,35.98,100.0,0.31,352
25.2,43.33,11.04,9.19,0.23,108.96,24.39,18.62,55.62,2.79,101
52.91,94.05,20.71,22.45,0.1,39.84,35.21,35.69,63.05,0.68,174
42.3,83.7,7.81,7.16,0.76,17.75,24.98,19.67,88.56,1.77,183
40.8,81.66,42.42,1.0,0.92,12.3,6.73,23.73,93.95,2.75,154
42.01,78.91,4.53,8.57,0.28,46.98,34.49,21.72,90.05,1.89,130
54.06,115.93,50.89,27.31,2.08,34.81,30.2,15.82,67.19,1.93,242
37.6,82.13,29.78,2.98,1.39,50.6,22.81,23.33,47.56,0.14,210
37.75,81.24,7.94,6.06,1.98,,29.55,30.78,85.69,2.79,154
42.44,86.64,19.21,26.46,1.99,58.59,6.88,19.6,74.76,1.53,196
40.83,79.01,17.55,15.58,0.32,79.66,31.61,28.0,31.44,0.68,163
33.16,62.9,11.76,13.77,1.22,46.11,3.14,11.5,55.18,2.29,137
97.9,136.41,27.74,3.87,1.53,43.63,24.33,25.23,52.13,0.1,311
48.75,75.28,65.76,6.87,1.92,23.39,10.4,28.38,30.55,5.66,247
55.92,72.98,12.73,12.01,2.66,43.89,23.56,25.87,43.49,3.39,177
52.75,75.1,25.82,17.92,2.41,32.32,8.03,42.69,55.07,1.46,230
39.57,67.08,24.58,50.53,0.33,53.24,26.49,22.03,47.4,5.35,195
32.1,45.97,27.52,16.48,1.03,20.05,17.83,19.34,66.85,4.72,135
,220.39,2.0,14.21,0.83,44.72,47.05,29.6,34.69,1.71,324
33.64,68.12,53.36,16.43,0.52,20.87,29.44,23.07,46.01,1.25,158
35.01,47.77,103.99,2.66,0.72,11.75,5.97,17.97,36.68,2.73,182
125.39,191.09,24.19,19.91,2.57,49.65,24.74,9.53,23.13,1.37,406
42.99,87.57,40.28,2.43,1.22,9.46,28.82,32.63,45.03,2.5,183
64.74,130.96,32.69,31.59,0.11,50.09,26.61,28.26,39.46,5.04,269
50.86,109.39,8.99,5.21,0.2,39.68,8.37,36.53,70.82,1.44,166
62.97,138.39,22.77,4.1,0.8,21.25,21.9,28.91,62.95,1.41,218
164.0,357.3,13.62,3.64,3.35,47.38,3.25,30.03,61.46,1.49,500
36.88,61.56,21.07,13.87,0.31,27.23,6.22,33.94,57.06,1.56,148
98.12,149.67,25.17,11.29,1.89,20.82,47.87,33.58,40.85,0.69,302
104.11,206.41,26.55,17.82,1.09,65.81,49.5,29.51,29.03,3.33,335
99.04,155.43,12.65,10.99,1.6,64.64,9.6,28.03,,5.08,291
159.4,322.9,26.62,12.08,1.66,47.96,41.25,23.63,14.48,4.7,489
9.42,16.77,21.69,2.77,3.22,68.75,20.05,14.89,36.43,5.06,125
19.95,40.19,50.55,19.06,1.78,15.11,22.32,28.1,68.72,5.02,138
31.47,48.73,38.96,18.04,0.84,54.11,2.46,22.06,44.89,1.01,154
44.9,78.9,44.41,21.76,0.63,82.18,79.34,33.86,75.34,2.72,242
77.63,140.33,46.67,12.01,2.72,67.77,9.84,27.71,79.87,4.24,289
32.9,70.7,10.75,14.4,0.73,32.3,20.03,27.48,52.25,4.0,155
32.69,50.35,37.75,19.18,1.26,23.02,7.88,36.35,78.95,0.48,127
69.38,148.68,10.33,19.75,0.27,17.42,10.26,29.22,30.78,1.07,178
90.68,183.57,60.39,18.27,0.3,20.0,16.81,22.16,20.14,1.65,351
63.92,125.14,37.24,22.54,1.04,23.02,33.92,23.63,49.4,2.88,205
93.77,188.3,9.7,26.26,0.3,30.85,16.25,13.87,86.3,2.91,330
16.45,30.35,27.29,9.72,1.21,41.19,5.84,38.96,,2.23,107
37.65,57.22,12.01,12.47,0.29,75.08,37.08,19.82,78.46,3.87,165
30.29,44.54,16.57,19.26,1.82,30.88,39.64,25.54,70.48,4.68,114
43.0,89.42,30.63,6.25,0.75,127.31,5.2,25.29,76.35,3.67,204
61.47,120.02,14.89,5.15,1.64,39.76,24.59,14.09,40.3,1.17,229
13.01,19.41,19.67,5.29,1.6,39.09,9.12,32.05,73.21,0.62,107
42.65,79.06,47.39,6.88,1.5,50.1,9.97,36.59,8.0,4.6,204
37.35,63.6,21.11,8.24,1.3,80.02,17.88,25.36,62.33,0.43,164
17.91,25.83,10.9,17.62,1.27,95.59,10.84,27.24,67.75,3.59,111
95.33,169.56,3.91,12.05,0.8,124.14,5.87,17.96,54.91,1.82,307
63.65,98.88,39.18,40.76,0.95,14.41,20.36,28.8,91.7,2.54,235
43.23,59.95,38.72,5.92,2.72,29.53,6.17,23.6,85.25,2.9,173
177.95,306.12,27.4,51.93,1.92,55.72,36.29,23.71,64.49,1.96,500
19.46,35.63,94.96,20.46,0.95,33.46,4.24,25.98,34.07,3.8,156
184.27,247.33,18.99,5.32,0.48,58.66,12.62,37.75,37.82,2.3,487
53.68,89.22,51.1,1.91,0.46,26.0,23.04,36.25,53.18,3.93,197
34.96,53.55,13.66,4.8,1.17,97.47,4.32,9.09,80.73,1.01,107
44.11,58.57,40.74,1.9,1.86,98.29,14.39,21.43,50.76,4.27,223
47.74,67.46,9.43,12.11,1.58,74.99,1.3,28.26,32.43,2.36,147
199.81,284.76,40.12,18.64,6.78,17.41,11.87,16.58,74.42,10.94,500
,114.12,19.73,10.3,0.34,31.9,15.22,18.56,94.82,3.73,249
26.35,53.31,34.55,7.21,0.52,17.01,28.36,32.19,19.23,3.09,121
103.99,176.32,28.23,5.21,2.16,97.84,42.24,24.72,43.15,1.93,416
48.08,68.86,38.28,29.41,0.64,53.63,5.15,36.62,77.3,1.55,191
3.93,5.47,3.54,8.33,0.7,35.99,6.53,17.37,59.33,2.86,23
102.24,160.33,21.56,26.45,3.33,12.75,5.28,32.56,80.97,1.23,365
104.06,210.01,49.05,2.1,1.66,42.82,37.0,35.91,40.06,1.34,356
50.1,81.56,53.78,36.6,1.51,16.94,17.57,26.32,38.68,1.63,231
39.09,56.44,33.43,14.35,0.17,75.13,5.38,33.1,55.36,2.68,178
111.08,184.81,50.33,7.31,1.16,40.96,21.23,26.69,45.78,3.97,359
37.48,67.46,20.8,5.66,0.56,50.13,10.06,31.12,51.7,3.55,148
127.71,169.42,14.2,15.08,0.64,117.88,10.86,27.06,48.59,2.65,367
38.23,71.29,25.81,12.53,2.6,103.82,48.46,20.24,5.0,2.54,264
58.36,96.62,28.54,8.14,0.47,5.57,2.46,28.36,48.94,3.0,215
83.52,109.3,32.02,2.09,0.97,65.58,5.07,20.0,,2.65,275
71.93,137.13,24.29,11.62,1.19,9.09,17.77,21.85,63.65,3.29,249
35.69,69.28,24.59,59.69,0.75,32.58,42.11,27.7,53.66,1.23,173
80.3,149.83,41.83,12.05,0.45,11.22,7.2,30.17,31.47,3.46,245
100.66,161.84,11.77,3.45,1.13,28.89,51.88,21.77,32.46,0.86,307
27.52,48.89,28.24,3.16,1.13,31.84,14.16,18.31,58.66,8.55,136
85.1,140.29,33.47,2.39,1.41,52.09,49.59,33.86,31.99,2.03,251
57.01,110.06,14.96,20.04,1.86,55.39,12.6,30.84,,4.3,200
29.11,53.13,19.41,32.62,0.56,24.46,29.63,20.07,69.45,3.69,138
77.94,107.06,67.17,4.11,0.41,16.74,16.44,15.51,51.82,1.52,251
108.33,203.52,27.26,5.57,1.05,2.22,13.38,28.71,70.16,5.44,335
41.05,78.76,113.78,28.69,0.46,37.62,17.6,26.62,58.78,0.64,246
80.74,131.89,25.78,18.01,1.68,16.67,30.97,28.5,33.34,2.05,278
47.78,99.77,43.37,2.51,0.85,26.3,14.87,32.01,31.73,1.89,222
94.53,194.62,6.29,18.93,2.49,27.15,10.13,29.44,73.97,4.29,293
121.68,177.37,3.52,18.56,0.58,47.92,49.96,17.62,71.84,2.34,345
75.12,158.79,10.42,42.31,1.14,23.89,72.66,29.97,48.26,2.65,321
100.0,169.67,47.19,10.05,0.7,56.73,40.82,26.12,33.19,1.93,332
111.88,218.32,19.73,8.39,0.34,53.89,3.19,33.94,69.03,0.77,332
40.82,82.98,6.0,2.92,0.71,53.7,21.69,24.91,21.04,2.94,166
47.14,82.71,25.41,12.36,0.55,56.34,17.69,13.51,48.3,1.86,181
82.15,136.31,44.08,7.83,0.44,38.57,35.72,24.0,79.91,2.14,298
139.51,296.3,11.54,17.32,0.22,20.17,1.86,21.79,53.05,2.64,406
23.64,35.64,45.97,18.99,1.83,37.98,52.99,27.62,45.07,2.4,169
88.29,135.2,7.81,13.0,0.74,28.05,20.25,31.69,39.5,1.24,246
132.12,214.76,43.27,7.66,6.7,55.59,14.26,21.26,55.77,3.24,478
55.72,115.53,14.15,7.05,1.36,10.81,10.25,37.91,78.55,2.77,189
62.7,134.48,56.82,28.26,0.45,36.16,31.85,26.26,57.49,3.05,291
61.65,92.35,64.48,15.85,0.95,10.54,20.0,15.92,67.26,0.51,239
59.15,122.88,32.31,10.22,0.78,105.19,30.0,28.39,70.49,8.59,225
34.79,53.31,15.04,30.5,0.73,6.85,11.17,13.52,84.37,0.45,111
57.34,124.64,118.05,10.33,1.25,15.8,30.42,32.74,37.1,1.6,306
,65.63,13.22,7.09,0.88,16.36,23.19,17.35,73.35,3.16,115
95.61,124.9,70.42,9.09,1.3,50.31,17.52,18.11,75.24,2.63,335
14.38,19.14,87.72,10.17,0.7,55.68,25.15,32.26,22.12,5.96,133
109.04,156.23,33.24,5.2,0.34,73.7,25.56,26.96,47.29,1.09,325
120.12,176.43,9.42,10.74,1.07,47.22,32.89,28.08,65.25,1.48,325
71.46,142.27,31.22,12.44,0.65,47.26,11.18,24.54,53.68,4.62,253
175.42,263.22,96.76,20.74,2.1,84.68,11.74,25.32,66.47,6.28,500
84.4,183.33,14.95,27.97,1.01,6.01,19.41,35.83,68.1,2.95,281
77.76,145.6,23.08,28.28,0.31,96.49,49.06,21.49,53.08,2.4,300
13.63,26.22,2.63,12.1,0.38,2.9,44.01,25.19,42.28,1.67,54
125.07,187.11,23.19,6.4,1.59,114.38,44.18,19.51,49.81,0.77,403
31.7,66.67,39.45,4.91,0.2,7.3,42.36,22.8,30.46,1.96,118
28.65,54.46,10.61,6.37,2.26,43.19,7.84,22.32,26.44,2.47,115
73.49,152.71,68.57,2.74,0.19,36.88,35.68,27.08,67.76,2.38,278
35.87,77.5,6.87,6.02,0.77,47.11,13.35,22.52,72.86,0.44,123
55.17,77.96,15.15,64.08,3.07,17.46,10.05,23.44,31.06,1.49,233
131.4,182.24,60.16,30.77,1.54,40.82,9.19,20.8,64.43,1.94,443
162.57,328.88,21.79,13.75,1.36,43.6,11.0,18.34,60.15,1.11,497
41.06,85.38,78.73,9.25,0.37,3.42,13.04,22.48,25.46,4.1,226
56.81,103.7,3.98,16.82,2.78,50.76,31.54,20.86,93.82,3.56,239
233.87,381.06,18.48,4.79,1.39,23.77,12.47,26.67,50.1,2.09,500
161.6,304.99,31.86,9.93,3.02,30.93,25.81,19.76,63.01,2.59,500
113.36,178.55,94.42,16.91,0.46,100.0,62.66,34.2,61.43,0.82,466
35.79,54.21,27.55,28.9,0.65,43.31,45.62,19.86,56.17,0.95,172
41.62,72.4,37.31,6.43,0.34,67.44,8.78,27.21,65.23,4.0,158
112.59,168.27,24.38,4.2,0.59,73.01,19.51,26.69,85.45,2.03,350
11.69,20.29,22.48,6.51,0.61,59.17,6.41,26.02,95.43,0.14,82
126.3,272.92,14.97,1.0,1.77,75.09,22.45,23.03,59.48,1.48,423
146.91,302.02,34.0,5.84,0.84,115.84,51.88,40.59,61.51,1.06,500
50.91,109.32,19.88,7.15,1.43,10.43,7.47,33.75,94.97,1.79,192
164.25,332.72,38.87,41.23,1.25,46.55,19.6,36.12,54.42,5.27,500
86.89,140.69,27.21,14.07,0.28,34.76,18.1,32.32,37.49,1.93,266
25.2,51.18,18.24,5.58,1.31,63.01,31.31,30.17,44.76,5.76,142
68.9,146.79,69.2,8.44,1.38,35.25,18.53,24.69,52.88,2.24,269
38.74,83.38,13.75,6.93,1.29,6.54,13.95,22.82,43.75,0.99,129
75.11,143.82,15.55,7.15,0.83,34.55,18.59,36.78,81.61,0.1,264
23.66,35.27,2.25,17.02,2.98,22.08,40.84,30.77,41.87,4.58,172
172.14,229.94,20.69,4.85,2.02,37.22,13.3,28.77,29.11,9.96,469
94.7,135.66,65.59,3.96,0.43,5.72,32.35,18.89,55.27,4.82,328
46.85,101.62,66.76,24.91,3.13,17.94,19.09,28.96,70.86,0.78,244
76.47,131.22,16.88,14.57,1.01,29.78,34.5,30.21,69.72,7.58,255
63.31,131.01,36.56,1.0,0.81,25.94,21.65,29.9,49.3,1.39,185
176.03,302.52,42.53,13.18,0.39,16.68,22.33,20.01,53.23,4.08,500
62.42,118.28,6.4,4.09,0.95,22.02,27.51,15.4,55.44,1.31,215
73.46,97.1,55.23,3.21,1.57,66.85,3.6,26.0,33.18,0.82,253
20.64,31.48,7.65,27.53,0.78,14.51,52.71,18.32,48.88,0.89,96
74.64,126.34,17.95,5.53,1.52,35.49,38.79,27.71,32.76,4.3,267
84.72,158.22,9.65,9.16,2.71,47.5,13.99,19.52,25.69,4.26,270
28.47,41.41,31.69,11.9,2.55,41.69,25.58,17.26,86.34,1.2,165
103.45,205.67,12.39,28.28,0.89,22.2,15.89,22.37,42.89,2.2,293
10.44,16.99,15.0,3.95,1.35,28.56,33.56,25.14,58.51,0.98,97
56.54,115.1,48.03,15.15,1.01,109.59,26.5,35.02,60.1,0.42,258
19.93,27.67,16.59,12.91,1.75,75.23,30.34,25.02,61.41,1.22,125
66.92,127.93,24.68,15.92,1.51,68.82,3.06,25.08,72.96,1.24,262
48.69,76.14,7.54,13.93,0.89,43.09,3.24,35.21,38.52,2.76,117
88.74,178.89,5.3,9.34,1.21,21.12,12.52,27.25,62.59,0.78,252
61.81,102.73,28.47,11.75,1.36,16.96,6.45,25.47,61.72,2.46,212
87.16,165.5,16.01,34.11,2.57,10.86,5.44,34.45,64.21,0.95,283
67.98,145.54,77.04,15.18,1.0,44.82,18.86,29.0,53.68,0.54,275
130.32,171.84,100.83,14.08,1.63,5.33,41.04,30.27,61.45,6.75,445
118.48,155.21,8.25,5.93,0.84,45.3,8.78,31.03,,1.51,299
37.21,74.17,5.53,39.82,1.19,23.95,25.71,24.03,65.56,3.54,156
124.01,233.36,78.16,14.2,0.91,2.0,15.1,31.22,58.04,3.07,408
84.25,131.74,34.71,20.74,0.47,54.88,18.26,31.99,100.0,3.17,272
138.19,241.14,27.94,4.02,0.28,71.7,7.9,27.77,31.64,2.78,416
29.36,39.27,6.23,7.62,0.77,9.31,19.81,33.95,47.18,3.48,78
23.54,34.69,95.76,5.51,0.9,20.01,58.53,27.55,56.13,3.88,183
23.95,40.28,11.95,17.75,1.33,131.21,18.41,37.24,43.25,1.58,133
163.91,336.12,43.63,2.72,1.83,24.12,6.99,23.02,44.41,2.3,500
139.97,242.39,42.02,18.07,0.55,28.95,10.92,25.83,28.41,1.3,423
118.39,216.39,4.98,17.45,0.76,4.07,10.9,22.22,37.8,5.52,307
21.31,44.46,14.06,1.68,1.58,61.57,31.23,32.41,44.48,3.32,120
119.29,188.23,6.76,16.86,1.05,33.2,11.42,20.02,50.63,3.28,330
22.55,43.53,2.91,8.51,0.47,60.1,20.44,29.5,55.45,1.53,105
4.04,8.39,20.68,40.91,1.14,50.29,4.37,30.45,30.84,3.26,65
47.9,71.01,7.7,19.38,0.5,15.49,22.21,35.38,36.44,0.42,165
57.57,93.3,12.0,8.32,1.53,28.86,4.89,28.21,55.42,0.55,178
151.38,330.29,6.02,12.63,3.01,20.55,3.84,26.9,60.64,5.75,491
29.0,63.35,18.59,22.32,1.61,32.63,55.87,35.16,56.24,4.44,188
244.98,367.69,76.58,2.12,2.27,21.62,28.62,26.09,32.65,0.99,500
74.77,101.67,31.21,11.24,0.33,73.79,9.39,24.99,47.85,0.1,223
60.3,93.1,15.64,21.52,1.22,129.19,23.3,15.97,55.19,0.87,226
60.08,99.61,23.25,9.28,1.59,48.63,25.4,29.34,58.49,6.39,220
23.45,39.8,29.51,16.78,0.3,100.17,38.14,28.98,64.96,2.73,147
51.0,94.71,29.87,10.75,1.2,45.49,30.69,29.59,48.21,4.03,192
78.68,165.98,19.2,1.83,1.23,49.74,10.49,35.76,51.05,1.99,286
120.91,193.12,13.29,18.14,0.29,43.26,3.63,26.59,50.3,3.9,356
49.52,102.25,43.42,27.76,1.04,71.84,21.36,23.21,60.94,5.57,253
74.26,102.78,8.81,3.73,1.35,42.69,9.53,34.05,58.72,3.8,232
109.09,145.93,43.91,12.75,1.6,45.11,32.66,27.99,40.29,2.3,367
48.39,84.85,16.94,4.48,0.36,27.34,15.2,22.33,52.61,0.72,148
126.02,170.59,55.59,3.81,0.17,17.32,57.49,26.33,81.48,1.29,357
95.23,157.43,10.05,6.95,1.21,35.57,16.58,23.75,67.49,5.97,262
113.29,238.71,9.85,17.44,0.8,26.59,19.5,23.91,,4.17,363
12.67,19.23,25.4,6.49,2.29,28.89,43.92,40.48,66.66,4.47,109
52.81,102.22,11.87,5.69,3.72,66.45,19.86,30.34,48.8,2.67,241
40.08,63.01,78.69,8.2,1.68,78.67,37.29,17.28,94.97,0.5,225
9.91,13.28,13.64,9.25,2.79,155.46,3.86,31.0,76.67,2.13,154
119.0,214.32,10.89,11.44,0.64,6.09,10.34,23.12,61.79,1.32,342
17.6,36.1,33.71,37.99,1.64,148.81,32.4,34.62,68.65,1.93,173
154.8,258.3,2.0,44.95,0.59,28.76,14.49,32.66,91.48,1.0,439
63.14,117.15,82.14,11.84,1.76,9.15,9.59,18.27,60.49,1.61,302
89.3,188.43,38.54,18.02,1.41,38.74,66.38,22.71,25.17,5.08,337
41.0,82.44,29.66,1.56,1.83,19.78,37.39,24.97,61.52,2.66,178
125.44,184.96,12.5,27.24,0.46,51.26,36.26,37.33,60.74,0.55,369
61.52,120.57,21.76,13.43,1.61,19.42,6.79,32.31,62.09,3.04,229
92.68,162.34,14.03,1.95,2.18,18.31,76.66,29.69,40.28,3.18,307
134.24,264.63,16.51,23.01,1.36,47.63,17.67,35.38,67.56,1.29,437
101.09,176.4,46.63,17.3,1.2,14.46,42.82,22.13,66.08,1.52,350
48.67,68.88,32.0,19.65,0.69,78.5,11.82,42.22,30.75,3.93,200
61.75,111.95,17.94,52.49,4.98,22.81,11.08,20.94,43.24,0.62,310
115.71,201.68,4.51,11.92,1.18,19.57,27.21,23.26,56.28,0.9,322
53.63,94.72,104.56,15.86,1.1,48.61,4.92,33.1,54.1,2.7,280
65.79,137.56,46.9,13.22,1.01,25.61,2.45,23.98,27.47,4.9,247
80.92,170.36,13.65,6.95,0.76,47.19,13.51,30.47,56.98,2.85,252
41.02,70.06,27.83,25.56,1.67,48.68,24.83,15.58,51.96,1.52,183
60.93,104.2,10.96,12.45,1.88,88.47,16.64,23.07,39.63,0.56,211
74.4,131.22,13.23,15.26,1.71,79.3,17.68,30.79,47.67,3.24,266
73.47,129.86,12.33,31.21,3.52,57.65,33.72,19.1,36.64,2.92,292
71.69,154.52,26.33,15.65,0.41,60.04,19.36,13.1,57.54,1.57,269
49.84,93.92,12.52,25.28,1.07,52.11,21.05,28.93,32.93,0.74,191
76.82,119.05,25.46,2.44,0.22,46.3,20.0,40.32,56.47,4.25,236
149.08,265.11,60.62,7.57,0.98,75.95,7.52,22.75,63.84,2.29,469
61.61,114.87,8.33,22.82,1.76,66.97,43.06,24.81,34.28,1.26,229
76.13,142.81,8.38,10.42,0.46,76.39,5.44,30.54,36.28,0.15,230
60.83,111.12,70.03,52.96,0.32,25.91,31.33,25.41,72.34,2.76,252
144.16,210.47,39.22,7.47,0.28,41.57,19.19,33.77,62.87,0.89,374
53.77,71.52,24.2,48.86,0.28,80.24,17.88,32.44,86.69,1.4,232
32.25,51.73,5.83,3.73,1.93,40.29,24.59,13.89,57.55,0.69,154
103.5,174.38,4.72,1.82,0.38,178.12,52.01,17.51,58.11,5.84,314
51.82,70.25,10.78,3.67,1.81,20.22,11.7,20.47,67.85,3.92,168
99.72,202.79,26.92,25.43,0.85,111.79,21.21,25.57,36.13,3.6,344
45.73,73.61,49.54,2.48,0.52,42.55,33.67,33.03,51.19,12.3,176
26.54,56.32,26.31,4.46,1.23,20.87,20.79,25.44,71.56,1.26,123
63.07,90.75,27.59,6.64,0.96,37.17,14.3,18.96,63.99,2.65,197
19.34,26.13,54.07,35.88,0.67,112.69,38.1,27.77,29.76,2.01,189
79.71,138.22,33.52,18.92,0.19,44.08,14.54,14.03,48.15,5.25,312
112.16,164.89,15.23,10.68,0.58,84.99,11.28,25.85,71.44,3.15,305
201.77,432.53,22.97,1.0,0.76,20.39,18.9,37.28,61.84,3.4,500
44.25,57.94,50.52,14.43,1.0,8.61,7.38,19.2,66.88,2.46,182
36.65,61.25,29.51,2.8,1.07,71.79,62.72,27.9,9.14,0.43,173
110.42,235.63,74.13,15.72,0.6,54.07,13.87,24.52,71.78,4.62,396
105.39,173.47,12.76,19.84,1.27,14.85,30.01,7.03,40.37,0.33,280
109.89,152.06,9.17,15.38,1.6,59.0,1.8,19.18,48.12,3.03,324
203.72,320.37,31.23,25.93,2.63,30.33,30.7,23.76,34.06,2.54,500
65.88,115.17,25.82,6.61,1.83,46.37,5.66,32.32,42.93,0.55,237
229.88,337.14,8.3,27.04,0.25,66.7,8.25,24.48,37.56,1.48,500
50.53,86.9,14.19,7.45,1.89,57.26,16.61,32.93,65.12,2.72,201
39.09,80.25,61.0,4.15,2.5,9.89,12.65,41.92,89.93,1.2,200
36.29,75.68,34.59,7.07,2.92,99.53,13.91,23.8,88.47,2.19,221
34.52,46.4,15.07,11.81,0.35,107.54,1.69,31.19,31.84,1.7,145
209.87,303.22,10.43,3.62,0.87,53.96,27.18,30.84,49.86,2.24,500
139.34,215.67,17.97,10.6,0.24,24.65,41.99,26.94,5.48,3.03,409
198.14,363.66,48.64,15.97,0.86,88.29,9.16,20.2,61.34,6.13,500
11.96,19.44,25.11,6.47,0.53,66.96,7.73,23.6,45.57,3.71,59
22.4,46.14,22.61,24.7,1.13,27.06,4.87,17.01,75.84,3.05,136
51.99,101.12,50.36,10.3,1.64,31.08,21.52,23.53,59.81,2.64,242
46.21,64.24,8.72,1.76,0.91,27.9,17.83,28.86,22.19,4.06,140
76.39,142.25,12.2,10.06,3.84,20.33,35.25,28.1,43.46,0.99,301
67.04,93.96,26.8,2.54,1.53,17.25,50.36,29.13,63.49,1.95,212
28.43,43.48,22.58,2.37,1.52,11.62,18.24,38.02,44.57,3.06,117
42.43,61.95,18.91,4.98,1.61,45.65,41.23,17.46,65.64,2.47,190
54.22,78.93,52.1,22.23,0.29,10.77,4.21,22.13,21.67,2.25,192
24.83,46.06,3.35,14.63,1.64,83.19,15.85,36.75,45.35,2.26,122
59.5,107.53,9.49,1.58,0.56,48.49,40.02,26.06,75.95,0.99,199
26.28,38.33,37.02,23.42,1.45,15.76,16.41,31.77,32.73,8.06,150
58.26,127.67,16.59,32.67,1.04,73.68,15.77,24.69,50.76,1.12,218
32.04,53.82,96.79,13.46,0.91,43.51,23.8,32.47,79.58,1.29,228
119.0,165.09,53.83,6.02,0.55,73.92,9.77,27.04,49.01,1.3,387
86.73,122.15,16.68,8.54,0.77,60.89,24.2,25.84,61.17,3.85,286
85.27,155.66,36.25,16.88,0.95,66.24,10.56,28.07,72.54,3.88,270
104.24,227.37,34.9,1.0,0.62,59.58,1.95,22.47,26.12,2.24,373
89.87,163.09,65.04,8.43,0.18,25.67,21.77,34.66,51.83,3.33,315
119.48,257.38,19.42,2.73,1.67,6.96,25.05,30.93,82.37,6.92,374
71.93,122.26,14.77,13.96,0.6,13.65,27.9,25.46,50.99,3.68,216
103.26,174.75,33.08,4.03,0.78,35.27,1.0,31.19,74.67,2.14,310
83.5,146.13,19.63,38.86,0.9,32.46,22.27,28.37,42.58,3.92,291
83.1,160.18,39.34,16.24,2.98,55.2,6.14,32.56,,1.76,325
18.14,29.58,60.01,15.04,1.75,28.84,25.93,21.01,99.18,2.99,147
28.94,60.11,10.71,9.66,0.12,4.3,19.13,28.91,73.15,2.66,59
76.94,102.05,13.64,5.36,2.04,112.19,4.8,22.3,71.51,2.5,248
36.46,61.82,56.29,2.95,0.21,11.21,7.68,23.76,67.19,1.22,156
61.66,108.51,24.09,17.44,1.27,38.46,33.94,26.52,52.1,5.53,183
43.65,80.6,24.79,3.05,1.4,18.67,45.27,31.41,63.09,0.84,186
44.96,69.61,49.89,9.13,0.39,146.23,22.35,31.18,46.28,7.63,214
66.79,112.52,22.02,7.72,0.55,70.66,9.49,9.66,19.64,3.81,218
53.12,92.23,43.65,23.92,0.66,47.55,12.76,26.66,63.58,1.09,216
153.0,293.49,11.55,19.29,0.59,27.5,1.0,28.0,100.0,0.91,424
19.89,39.71,17.26,29.89,0.31,49.91,26.93,24.57,20.93,4.43,92
94.62,185.83,67.25,4.67,1.49,47.26,22.05,22.26,26.75,3.63,369
107.12,172.19,24.4,8.6,0.33,44.71,10.86,33.21,35.26,9.79,324
159.69,351.23,10.96,21.34,0.75,13.96,28.25,21.54,79.38,2.0,482
67.92,140.17,10.62,15.57,0.66,50.04,17.28,25.78,50.92,3.78,248
100.21,153.72,22.57,7.09,0.68,60.14,22.81,17.34,46.05,9.16,319
151.76,223.94,44.82,55.85,0.83,79.91,8.04,18.1,59.54,1.07,444
41.01,64.9,2.0,30.28,0.97,50.26,29.08,28.49,52.93,2.28,171
32.19,54.95,15.54,16.16,0.1,52.77,3.86,30.6,65.12,5.05,124
70.11,144.82,35.01,1.79,0.37,27.13,11.77,27.09,58.4,2.47,259
55.08,110.19,28.75,12.31,2.09,74.89,38.58,24.61,5.0,3.69,260
101.55,209.82,32.61,9.21,1.58,74.79,49.82,27.91,66.26,3.33,371
21.03,32.49,12.65,21.48,0.11,10.63,11.88,29.19,36.04,4.13,90
145.49,266.85,26.43,4.64,0.46,9.44,8.55,30.9,34.84,8.2,425
77.38,120.32,51.25,8.13,0.87,76.82,9.7,36.96,50.19,1.53,303
